Date,Crime Type,Crime Description,District,Ward,Latitude,Longitude,Location,Arrest,Year
2016-06-30 18:05:00,THEFT,RETAIL THEFT,24.0,50.0,42.018244679,-87.690186314,"(42.018244679, -87.690186314)",False,2016
2016-07-07 00:53:00,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,19.0,46.0,41.96538061,-87.659110921,"(41.96538061, -87.659110921)",True,2016
2016-06-26 01:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,9.0,14.0,41.802230712,-87.690370537,"(41.802230712, -87.690370537)",False,2016
2016-11-14 12:00:00,BURGLARY,FORCIBLE ENTRY,6.0,6.0,41.728374095999996,-87.60886340799999,"(41.728374096, -87.608863408)",False,2016
2016-07-21 15:20:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,6.0,8.0,41.732511024000004,-87.604720945,"(41.732511024, -87.604720945)",False,2016
2016-06-30 12:28:00,CRIMINAL DAMAGE,TO PROPERTY,24.0,49.0,42.017111981999996,-87.68299603700001,"(42.017111982, -87.682996037)",False,2016
2016-12-21 12:30:00,CRIMINAL DAMAGE,TO VEHICLE,7.0,17.0,41.766417872,-87.654152881,"(41.766417872, -87.654152881)",False,2016
2016-09-05 18:30:00,THEFT,OVER $500,12.0,26.0,41.891189193,-87.67447609700001,"(41.891189193, -87.674476097)",False,2016
2016-09-02 04:00:00,THEFT,$500 AND UNDER,8.0,18.0,41.761903931999996,-87.69540261200001,"(41.761903932, -87.695402612)",False,2016
2016-06-09 22:35:00,BATTERY,SIMPLE,19.0,46.0,41.965420695,-87.655665163,"(41.965420695, -87.655665163)",True,2016
2016-07-19 02:43:00,HOMICIDE,FIRST DEGREE MURDER,7.0,20.0,41.778707792,-87.63870909100001,"(41.778707792, -87.638709091)",False,2016
2016-03-14 17:30:00,THEFT,RETAIL THEFT,24.0,49.0,42.018311737,-87.675866628,"(42.018311737, -87.675866628)",False,2016
2016-03-14 09:00:00,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,19.0,47.0,41.96763059,-87.69754246,"(41.96763059, -87.69754246)",False,2016
2016-05-09 11:08:00,NARCOTICS,POSS: CRACK,11.0,28.0,41.88096768,-87.737940272,"(41.88096768, -87.737940272)",True,2016
2016-09-23 19:48:00,ARSON,AGGRAVATED,12.0,25.0,41.854247085,-87.642418194,"(41.854247085, -87.642418194)",False,2016
2016-09-29 18:00:00,THEFT,$500 AND UNDER,25.0,36.0,41.92366617,-87.78667647,"(41.92366617, -87.78667647)",False,2016
2016-07-02 10:50:00,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,3.0,5.0,41.773120341,-87.566637641,"(41.773120341, -87.566637641)",False,2016
2016-07-26 18:36:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,5.0,34.0,41.671651973,-87.629682205,"(41.671651973, -87.629682205)",False,2016
2016-02-27 17:00:00,THEFT,FROM BUILDING,19.0,44.0,41.948405426,-87.65919425,"(41.948405426, -87.65919425)",False,2016
2016-07-15 11:00:00,CRIMINAL DAMAGE,TO VEHICLE,9.0,16.0,41.796931968,-87.65980122200001,"(41.796931968, -87.659801222)",False,2016
2016-04-10 15:30:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,12.0,26.0,41.902275956,-87.69686514899999,"(41.902275956, -87.696865149)",False,2016
2016-04-01 21:38:00,BATTERY,DOMESTIC BATTERY SIMPLE,19.0,32.0,41.937677488,-87.684296244,"(41.937677488, -87.684296244)",False,2016
2016-09-28 12:45:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,19.0,32.0,41.943919105999996,-87.679682363,"(41.943919106, -87.679682363)",False,2016
2016-01-17 22:30:00,THEFT,OVER $500,25.0,31.0,41.91692901,-87.74662630700001,"(41.91692901, -87.746626307)",False,2016
2016-08-07 02:30:00,ROBBERY,STRONGARM - NO WEAPON,12.0,2.0,41.88208211,-87.687220411,"(41.88208211, -87.687220411)",False,2016
2016-06-01 08:00:00,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",25.0,27.0,41.903352006,-87.726319014,"(41.903352006, -87.726319014)",False,2016
2016-02-23 10:00:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,11.0,28.0,41.877718066,-87.720642462,"(41.877718066, -87.720642462)",False,2016
2016-11-23 23:38:00,BATTERY,SIMPLE,18.0,42.0,41.890206336,-87.634031756,"(41.890206336, -87.634031756)",True,2016
2016-07-07 22:10:00,BATTERY,DOMESTIC BATTERY SIMPLE,4.0,7.0,41.753029609,-87.55039605,"(41.753029609, -87.55039605)",False,2016
2016-09-16 01:56:00,BATTERY,DOMESTIC BATTERY SIMPLE,25.0,37.0,41.912266941,-87.754270386,"(41.912266941, -87.754270386)",True,2016
2016-01-02 01:30:00,CRIMINAL DAMAGE,TO VEHICLE,14.0,32.0,41.909179024000004,-87.665213285,"(41.909179024, -87.665213285)",False,2016
2016-07-08 19:40:00,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),11.0,27.0,41.893660284,-87.71314070700001,"(41.893660284, -87.713140707)",True,2016
2016-12-09 18:30:00,THEFT,$500 AND UNDER,5.0,34.0,41.658364151,-87.64651768,"(41.658364151, -87.64651768)",False,2016
2016-11-22 01:23:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,5.0,34.0,41.67136538,-87.64169443899999,"(41.67136538, -87.641694439)",True,2016
2016-04-25 17:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,6.0,17.0,41.751815774,-87.657000438,"(41.751815774, -87.657000438)",False,2016
2016-01-28 12:50:00,BATTERY,AGGRAVATED: HANDGUN,22.0,21.0,41.728034349,-87.66040413399999,"(41.728034349, -87.660404134)",False,2016
2016-12-30 12:30:00,THEFT,FROM BUILDING,18.0,42.0,41.894563504000004,-87.622745105,"(41.894563504, -87.622745105)",False,2016
2016-06-10 13:30:00,CRIMINAL DAMAGE,TO VEHICLE,11.0,27.0,41.896122606999995,-87.716334443,"(41.896122607, -87.716334443)",False,2016
2016-01-20 11:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,11.0,28.0,41.881891012,-87.738713878,"(41.881891012, -87.738713878)",False,2016
2016-05-09 01:30:00,BATTERY,SIMPLE,7.0,16.0,41.777345222,-87.64715243399999,"(41.777345222, -87.647152434)",False,2016
2016-10-14 13:30:00,THEFT,$500 AND UNDER,19.0,44.0,41.938155396,-87.644335914,"(41.938155396, -87.644335914)",False,2016
2016-11-21 13:15:00,BATTERY,DOMESTIC BATTERY SIMPLE,4.0,7.0,41.758359919,-87.563932565,"(41.758359919, -87.563932565)",False,2016
2016-07-03 19:50:00,ASSAULT,AGGRAVATED: OTHER FIREARM,11.0,24.0,41.867260668,-87.71416691799999,"(41.867260668, -87.714166918)",False,2016
2016-08-12 10:22:00,THEFT,OVER $500,18.0,27.0,41.898166741,-87.64299916200001,"(41.898166741, -87.642999162)",False,2016
2016-05-19 08:37:00,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,3.0,5.0,41.759765938,-87.592042615,"(41.759765938, -87.592042615)",False,2016
2016-12-08 21:30:00,THEFT,$500 AND UNDER,10.0,24.0,41.862489283,-87.70724156,"(41.862489283, -87.70724156)",False,2016
2016-07-01 16:29:00,NARCOTICS,FOUND SUSPECT NARCOTICS,10.0,24.0,41.861925631,-87.734835034,"(41.861925631, -87.734835034)",True,2016
2016-07-05 20:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,2.0,3.0,41.819310043,-87.623100764,"(41.819310043, -87.623100764)",False,2016
2016-07-16 15:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,3.0,5.0,41.776400433,-87.57044804200001,"(41.776400433, -87.570448042)",True,2016
2016-08-18 11:40:00,THEFT,RETAIL THEFT,25.0,30.0,41.930040514,-87.766203961,"(41.930040514, -87.766203961)",False,2016
2016-02-03 16:00:00,THEFT,OVER $500,22.0,34.0,41.695532335,-87.634039212,"(41.695532335, -87.634039212)",False,2016
2016-01-31 15:00:00,THEFT,FROM BUILDING,24.0,49.0,42.010414366,-87.66124437200001,"(42.010414366, -87.661244372)",False,2016
2016-05-07 18:15:00,THEFT,RETAIL THEFT,1.0,42.0,41.884965896,-87.627923004,"(41.884965896, -87.627923004)",False,2016
2016-04-02 15:00:00,THEFT,OVER $500,25.0,26.0,41.917245201,-87.71995956299999,"(41.917245201, -87.719959563)",False,2016
2016-07-10 15:20:00,BATTERY,DOMESTIC BATTERY SIMPLE,6.0,21.0,41.740990358000005,-87.63197064,"(41.740990358, -87.63197064)",False,2016
2016-02-26 16:00:00,CRIMINAL DAMAGE,TO VEHICLE,25.0,30.0,41.908657387,-87.722841164,"(41.908657387, -87.722841164)",False,2016
2016-05-29 11:10:00,BATTERY,SIMPLE,5.0,9.0,41.693309015,-87.621013915,"(41.693309015, -87.621013915)",False,2016
2016-05-24 18:45:00,BATTERY,SIMPLE,14.0,26.0,41.921031226,-87.70958343,"(41.921031226, -87.70958343)",False,2016
2016-03-08 16:00:00,CRIMINAL DAMAGE,TO PROPERTY,17.0,38.0,41.948233535,-87.738847651,"(41.948233535, -87.738847651)",False,2016
2016-01-09 02:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,12.0,25.0,41.861698243,-87.651688112,"(41.861698243, -87.651688112)",False,2016
2016-06-19 12:00:00,CRIMINAL DAMAGE,TO VEHICLE,25.0,30.0,41.93575345,-87.724306524,"(41.93575345, -87.724306524)",False,2016
2016-10-28 01:00:00,ROBBERY,ARMED: HANDGUN,16.0,38.0,41.939839605,-87.756729854,"(41.939839605, -87.756729854)",False,2016
2016-05-30 22:30:00,BATTERY,SIMPLE,4.0,10.0,41.73117633,-87.54431981799999,"(41.73117633, -87.544319818)",False,2016
2016-02-25 14:55:00,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,1.0,2.0,41.867210487,-87.64279996,"(41.867210487, -87.64279996)",False,2016
2016-03-28 13:30:00,THEFT,$500 AND UNDER,19.0,32.0,41.925246375,-87.661433463,"(41.925246375, -87.661433463)",False,2016
2016-08-10 18:00:00,THEFT,POCKET-PICKING,17.0,35.0,41.939330941,-87.70779158299999,"(41.939330941, -87.707791583)",False,2016
2016-07-16 05:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,15.0,29.0,41.877556995999996,-87.75575519,"(41.877556996, -87.75575519)",True,2016
2016-12-15 12:00:00,THEFT,OVER $500,9.0,14.0,41.812872567,-87.704163119,"(41.812872567, -87.704163119)",False,2016
2016-05-02 23:00:00,ROBBERY,ARMED: HANDGUN,6.0,6.0,41.729816435,-87.614357126,"(41.729816435, -87.614357126)",False,2016
2016-01-11 11:55:00,MOTOR VEHICLE THEFT,AUTOMOBILE,10.0,24.0,41.859972193000004,-87.71523573,"(41.859972193, -87.71523573)",False,2016
2016-11-26 00:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,11.0,37.0,41.896176732,-87.72857241,"(41.896176732, -87.72857241)",False,2016
2016-07-06 11:00:00,CRIMINAL DAMAGE,TO PROPERTY,24.0,49.0,42.006541094,-87.674762615,"(42.006541094, -87.674762615)",False,2016
2016-12-30 11:30:00,BURGLARY,FORCIBLE ENTRY,6.0,17.0,41.752190395999996,-87.662387411,"(41.752190396, -87.662387411)",False,2016
2016-09-09 22:30:00,OTHER OFFENSE,TELEPHONE THREAT,14.0,35.0,41.917407385,-87.70579017,"(41.917407385, -87.70579017)",False,2016
2016-02-18 12:24:00,CRIMINAL TRESPASS,TO LAND,6.0,17.0,41.756640446999995,-87.663590843,"(41.756640447, -87.663590843)",True,2016
2016-01-30 23:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,6.0,21.0,41.729217337,-87.63288269899999,"(41.729217337, -87.632882699)",False,2016
2016-06-12 14:45:00,ASSAULT,SIMPLE,24.0,50.0,41.998323445,-87.70333293600001,"(41.998323445, -87.703332936)",False,2016
2016-09-03 20:24:00,BATTERY,AGGRAVATED: HANDGUN,20.0,46.0,41.972221847,-87.65630280799999,"(41.972221847, -87.656302808)",False,2016
2016-04-06 16:05:00,ASSAULT,SIMPLE,8.0,16.0,41.783757424,-87.683764609,"(41.783757424, -87.683764609)",False,2016
2016-06-21 18:15:00,ASSAULT,SIMPLE,3.0,5.0,41.766253047,-87.57474336799999,"(41.766253047, -87.574743368)",True,2016
2016-07-25 07:04:00,CRIMINAL DAMAGE,TO VEHICLE,20.0,48.0,41.97917403,-87.657891525,"(41.97917403, -87.657891525)",False,2016
2016-02-16 18:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,25.0,26.0,41.920917468,-87.719024158,"(41.920917468, -87.719024158)",False,2016
2016-12-23 10:15:00,THEFT,OVER $500,1.0,2.0,41.878021113,-87.64160402899999,"(41.878021113, -87.641604029)",False,2016
2016-12-21 09:55:00,BATTERY,SIMPLE,5.0,9.0,41.707519433,-87.601839023,"(41.707519433, -87.601839023)",True,2016
2016-08-27 07:20:00,ARSON,ATTEMPT ARSON,15.0,28.0,41.88012367,-87.74940138,"(41.88012367, -87.74940138)",False,2016
2016-03-11 13:00:00,OFFENSE INVOLVING CHILDREN,CONTRIBUTE DELINQUENCY OF A CHILD,8.0,13.0,41.750528036999995,-87.74141195700001,"(41.750528037, -87.741411957)",False,2016
2016-11-16 12:00:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,7.0,16.0,41.777716111,-87.659742022,"(41.777716111, -87.659742022)",False,2016
2016-05-17 22:15:00,THEFT,OVER $500,8.0,14.0,41.810884728000005,-87.70649349899999,"(41.810884728, -87.706493499)",False,2016
2016-12-08 16:23:00,THEFT,OVER $500,18.0,43.0,41.916666099000004,-87.65088670700001,"(41.916666099, -87.650886707)",False,2016
2016-04-21 02:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,2.0,20.0,41.787480544,-87.618458018,"(41.787480544, -87.618458018)",False,2016
2016-07-14 23:55:00,THEFT,RETAIL THEFT,1.0,42.0,41.885729587,-87.62582132899999,"(41.885729587, -87.625821329)",False,2016
2016-05-25 16:54:00,ASSAULT,SIMPLE,22.0,19.0,41.700411872,-87.658385232,"(41.700411872, -87.658385232)",False,2016
2016-04-06 15:00:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,11.0,28.0,41.880745356999995,-87.724326068,"(41.880745357, -87.724326068)",False,2016
2016-01-22 22:30:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,6.0,17.0,41.755999188000004,-87.651151149,"(41.755999188, -87.651151149)",False,2016
2016-11-19 07:45:00,BURGLARY,UNLAWFUL ENTRY,6.0,8.0,41.741454542,-87.60253127,"(41.741454542, -87.60253127)",False,2016
2016-05-09 01:30:00,HOMICIDE,FIRST DEGREE MURDER,2.0,4.0,41.812505323,-87.60443499600001,"(41.812505323, -87.604434996)",True,2016
2016-09-28 14:20:00,BATTERY,SIMPLE,11.0,28.0,41.88090842,-87.711736421,"(41.88090842, -87.711736421)",False,2016
2016-08-30 00:27:00,CRIMINAL DAMAGE,TO VEHICLE,3.0,5.0,41.775163062,-87.587631005,"(41.775163062, -87.587631005)",False,2016
2016-05-13 00:50:00,BATTERY,DOMESTIC BATTERY SIMPLE,8.0,23.0,41.788339891,-87.740514226,"(41.788339891, -87.740514226)",True,2016
2016-11-25 18:30:00,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,4.0,7.0,41.749033317,-87.56740804799999,"(41.749033317, -87.567408048)",False,2016
2016-12-30 15:15:00,THEFT,RETAIL THEFT,8.0,13.0,41.754592961,-87.74152853700001,"(41.754592961, -87.741528537)",True,2016
2016-10-19 09:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,20.0,48.0,41.976947277,-87.662365011,"(41.976947277, -87.662365011)",False,2016
2016-11-05 12:00:00,CRIMINAL DAMAGE,TO VEHICLE,19.0,44.0,41.950180233000005,-87.65441866299999,"(41.950180233, -87.654418663)",False,2016
2016-11-06 20:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,11.0,28.0,41.876189434000004,-87.711943714,"(41.876189434, -87.711943714)",False,2016
2016-02-21 21:15:00,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,22.0,21.0,41.734153848000005,-87.650118361,"(41.734153848, -87.650118361)",False,2016
2016-08-21 18:58:00,CRIMINAL DAMAGE,TO PROPERTY,8.0,15.0,41.774681226999995,-87.682166139,"(41.774681227, -87.682166139)",False,2016
2016-01-22 17:45:00,THEFT,FROM BUILDING,24.0,50.0,42.018434017,-87.690184406,"(42.018434017, -87.690184406)",False,2016
2016-01-16 10:45:00,THEFT,OVER $500,19.0,46.0,41.962745977,-87.64018463299999,"(41.962745977, -87.640184633)",False,2016
2016-02-21 13:00:00,THEFT,$500 AND UNDER,2.0,4.0,41.799806159,-87.598186482,"(41.799806159, -87.598186482)",False,2016
2016-10-30 20:00:00,CRIMINAL DAMAGE,TO PROPERTY,11.0,27.0,41.89291487,-87.725132358,"(41.89291487, -87.725132358)",False,2016
2016-03-13 23:10:00,BATTERY,SIMPLE,17.0,39.0,41.968385442,-87.724407642,"(41.968385442, -87.724407642)",False,2016
2016-11-07 22:00:00,ROBBERY,ARMED: HANDGUN,1.0,2.0,41.858689582,-87.620785706,"(41.858689582, -87.620785706)",False,2016
2016-12-01 01:32:00,HOMICIDE,FIRST DEGREE MURDER,11.0,28.0,41.876834001999995,-87.702320746,"(41.876834002, -87.702320746)",False,2016
2016-11-14 15:05:00,THEFT,$500 AND UNDER,11.0,24.0,41.867069423000004,-87.726148375,"(41.867069423, -87.726148375)",False,2016
2016-09-01 07:40:00,ASSAULT,AGGRAVATED PO:KNIFE/CUT INSTR,16.0,41.0,42.012510055,-87.807847424,"(42.012510055, -87.807847424)",False,2016
2016-02-27 05:50:00,BATTERY,DOMESTIC BATTERY SIMPLE,8.0,15.0,41.773509032,-87.702260375,"(41.773509032, -87.702260375)",True,2016
2016-11-12 20:51:00,ROBBERY,ARMED: HANDGUN,11.0,2.0,41.880154031,-87.697253639,"(41.880154031, -87.697253639)",False,2016
2016-04-21 20:00:00,BATTERY,SIMPLE,24.0,49.0,42.017170375,-87.675425749,"(42.017170375, -87.675425749)",True,2016
2016-01-21 09:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,9.0,3.0,41.814030795,-87.633503727,"(41.814030795, -87.633503727)",False,2016
2016-02-09 17:00:00,BURGLARY,FORCIBLE ENTRY,22.0,21.0,41.732051491,-87.63864046399999,"(41.732051491, -87.638640464)",False,2016
2016-03-08 03:27:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,2.0,20.0,41.790271821,-87.61587113899999,"(41.790271821, -87.615871139)",False,2016
2016-01-05 16:00:00,CRIMINAL DAMAGE,TO VEHICLE,25.0,36.0,41.932807561,-87.787329769,"(41.932807561, -87.787329769)",False,2016
2016-07-01 14:00:00,OTHER OFFENSE,TELEPHONE THREAT,7.0,17.0,41.775894635,-87.65986740000001,"(41.775894635, -87.6598674)",False,2016
2016-04-07 00:01:00,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,24.0,49.0,42.008612529000004,-87.661899888,"(42.008612529, -87.661899888)",False,2016
2016-09-15 14:45:00,ASSAULT,AGGRAVATED: HANDGUN,8.0,18.0,41.749703667,-87.713113746,"(41.749703667, -87.713113746)",True,2016
2016-12-30 17:00:00,CRIMINAL DAMAGE,TO VEHICLE,18.0,32.0,41.921604898000005,-87.665686285,"(41.921604898, -87.665686285)",False,2016
2016-11-22 08:15:00,ROBBERY,ARMED: HANDGUN,3.0,5.0,41.767963475,-87.578187285,"(41.767963475, -87.578187285)",False,2016
2016-10-06 08:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,15.0,29.0,41.883066704,-87.76495601399999,"(41.883066704, -87.764956014)",True,2016
2016-09-29 10:00:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,22.0,19.0,41.727173529,-87.68102322700001,"(41.727173529, -87.681023227)",False,2016
2016-01-02 15:15:00,THEFT,FROM BUILDING,1.0,42.0,41.882394061999996,-87.627844798,"(41.882394062, -87.627844798)",False,2016
2016-02-17 12:25:00,THEFT,FROM BUILDING,17.0,30.0,41.941755015,-87.724815463,"(41.941755015, -87.724815463)",False,2016
2016-10-29 10:40:00,NARCOTICS,POSS: CRACK,11.0,24.0,41.872638128,-87.716479576,"(41.872638128, -87.716479576)",True,2016
2016-01-18 14:00:00,BURGLARY,FORCIBLE ENTRY,2.0,3.0,41.797322133,-87.622533108,"(41.797322133, -87.622533108)",False,2016
2016-05-24 12:30:00,ASSAULT,PRO EMP HANDS NO/MIN INJURY,7.0,15.0,41.774774867,-87.67500167700001,"(41.774774867, -87.675001677)",False,2016
2016-04-29 16:28:00,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,5.0,9.0,41.66973208,-87.623620018,"(41.66973208, -87.623620018)",True,2016
2016-06-20 21:30:00,ASSAULT,AGGRAVATED: HANDGUN,22.0,34.0,41.690166094,-87.633863012,"(41.690166094, -87.633863012)",True,2016
2016-11-05 08:00:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,5.0,34.0,41.68621653,-87.623936782,"(41.68621653, -87.623936782)",False,2016
2016-09-14 04:03:00,BATTERY,SIMPLE,17.0,33.0,41.967305225,-87.71944281399999,"(41.967305225, -87.719442814)",False,2016
2016-06-05 11:00:00,THEFT,POCKET-PICKING,5.0,34.0,41.670083502,-87.64164959899999,"(41.670083502, -87.641649599)",False,2016
2016-08-23 17:00:00,ROBBERY,STRONGARM - NO WEAPON,9.0,3.0,41.809414621,-87.666199608,"(41.809414621, -87.666199608)",False,2016
2016-06-10 07:18:00,BATTERY,DOMESTIC BATTERY SIMPLE,25.0,37.0,41.914399159,-87.762481014,"(41.914399159, -87.762481014)",True,2016
2016-04-01 21:00:00,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,15.0,29.0,41.878244691,-87.754988896,"(41.878244691, -87.754988896)",False,2016
2016-06-22 03:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,6.0,8.0,41.743351699,-87.601370165,"(41.743351699, -87.601370165)",False,2016
2016-02-16 02:00:00,ROBBERY,ARMED: HANDGUN,19.0,44.0,41.940499650999996,-87.654124403,"(41.940499651, -87.654124403)",False,2016
2016-08-23 09:00:00,BURGLARY,FORCIBLE ENTRY,2.0,4.0,41.80063404,-87.595052273,"(41.80063404, -87.595052273)",False,2016
2016-06-20 15:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,1.0,2.0,41.874119819,-87.62422366700001,"(41.874119819, -87.624223667)",False,2016
2016-10-12 09:30:00,THEFT,OVER $500,15.0,29.0,41.876581893,-87.76050806,"(41.876581893, -87.76050806)",False,2016
2016-03-12 08:05:00,ASSAULT,SIMPLE,6.0,18.0,41.750005014,-87.673125651,"(41.750005014, -87.673125651)",True,2016
2016-09-08 01:20:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,25.0,26.0,41.918157083000004,-87.720108825,"(41.918157083, -87.720108825)",True,2016
2016-01-26 18:35:00,ROBBERY,STRONGARM - NO WEAPON,25.0,36.0,41.936896025,-87.789551565,"(41.936896025, -87.789551565)",False,2016
2016-10-13 05:00:00,THEFT,$500 AND UNDER,11.0,28.0,41.880656740999996,-87.731461853,"(41.880656741, -87.731461853)",False,2016
2016-11-30 14:17:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,1.0,2.0,41.874381838000005,-87.64153679200001,"(41.874381838, -87.641536792)",False,2016
2016-08-10 21:00:00,CRIMINAL DAMAGE,TO PROPERTY,3.0,20.0,41.774379398,-87.61188731899999,"(41.774379398, -87.611887319)",False,2016
2016-01-22 16:35:00,THEFT,OVER $500,2.0,4.0,41.809297059,-87.591967028,"(41.809297059, -87.591967028)",False,2016
2016-09-18 13:00:00,THEFT,OVER $500,19.0,46.0,41.96245015,-87.64255203,"(41.96245015, -87.64255203)",False,2016
2016-12-14 14:30:00,NARCOTICS,POSS: CRACK,25.0,37.0,41.910023726999995,-87.755672013,"(41.910023727, -87.755672013)",True,2016
2016-01-15 15:06:00,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,19.0,43.0,41.932167184,-87.64473847100001,"(41.932167184, -87.644738471)",False,2016
2016-04-28 16:20:00,THEFT,PURSE-SNATCHING,5.0,9.0,41.692345957,-87.621046509,"(41.692345957, -87.621046509)",False,2016
2016-04-17 07:00:00,KIDNAPPING,UNLAWFUL RESTRAINT,12.0,25.0,41.854914484,-87.676658163,"(41.854914484, -87.676658163)",False,2016
2016-12-07 20:00:00,CRIMINAL DAMAGE,TO VEHICLE,22.0,21.0,41.728005778,-87.655543081,"(41.728005778, -87.655543081)",False,2016
2016-10-21 15:50:00,KIDNAPPING,CHILD ABDUCTION/STRANGER,5.0,9.0,41.685335687,-87.621731559,"(41.685335687, -87.621731559)",False,2016
2016-08-02 19:30:00,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",20.0,46.0,41.969307969,-87.661051524,"(41.969307969, -87.661051524)",False,2016
2016-01-10 09:10:00,CRIMINAL TRESPASS,TO LAND,18.0,42.0,41.896664035,-87.62917534399999,"(41.896664035, -87.629175344)",True,2016
2016-01-19 15:00:00,THEFT,FROM BUILDING,1.0,3.0,41.844112707,-87.628445336,"(41.844112707, -87.628445336)",False,2016
2016-09-01 15:00:00,THEFT,$500 AND UNDER,8.0,13.0,41.781511073000004,-87.724059705,"(41.781511073, -87.724059705)",False,2016
2016-02-08 01:15:00,BATTERY,AGGRAVATED: OTHER DANG WEAPON,10.0,22.0,41.838092148,-87.712176626,"(41.838092148, -87.712176626)",False,2016
2016-05-29 02:00:00,BATTERY,SIMPLE,12.0,27.0,41.884335057,-87.65810915899999,"(41.884335057, -87.658109159)",False,2016
2016-07-02 10:30:00,OTHER OFFENSE,PAROLE VIOLATION,7.0,17.0,41.763072414,-87.665360329,"(41.763072414, -87.665360329)",True,2016
2016-12-01 02:00:00,CRIMINAL DAMAGE,TO VEHICLE,10.0,24.0,41.864318188,-87.72690497299999,"(41.864318188, -87.726904973)",False,2016
2016-04-12 09:40:00,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,24.0,49.0,41.995193055,-87.660426011,"(41.995193055, -87.660426011)",False,2016
2016-01-04 17:50:00,ASSAULT,SIMPLE,6.0,21.0,41.724789525,-87.62998555700001,"(41.724789525, -87.629985557)",False,2016
2016-12-10 06:29:00,THEFT,$500 AND UNDER,4.0,10.0,41.656480882,-87.538681958,"(41.656480882, -87.538681958)",False,2016
2016-08-21 09:10:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,16.0,36.0,41.938763711,-87.795721503,"(41.938763711, -87.795721503)",False,2016
2016-07-06 15:00:00,CRIMINAL TRESPASS,TO RESIDENCE,15.0,29.0,41.89533227,-87.77027959799999,"(41.89533227, -87.770279598)",True,2016
2016-05-29 11:40:00,ASSAULT,SIMPLE,6.0,6.0,41.754322638000005,-87.607736075,"(41.754322638, -87.607736075)",True,2016
2016-06-13 20:00:00,BATTERY,AGGRAVATED: OTHER DANG WEAPON,8.0,18.0,41.764116191,-87.68322599700001,"(41.764116191, -87.683225997)",False,2016
2016-08-24 09:00:00,THEFT,OVER $500,1.0,2.0,41.871489164,-87.627516791,"(41.871489164, -87.627516791)",False,2016
2016-05-17 20:40:00,ASSAULT,SIMPLE,11.0,28.0,41.880681503000005,-87.729383196,"(41.880681503, -87.729383196)",True,2016
2016-02-09 21:30:00,THEFT,$500 AND UNDER,18.0,42.0,41.897966193,-87.631644061,"(41.897966193, -87.631644061)",False,2016
